reference	ppi_relations	set
16738318	p66beta=MBD2; p66beta=MBD3; Human p66alpha=MBD2; Human p66alpha=MBD3; MBD3=RbAp46; MBD3=RbAp48; MBD3=HDAC1; RbAp46=RbAp48; RbAp46=HDAC1; RbAp48=HDAC1; MBD3=p66alpha; MBD3=p66beta; RbAp46=p66alpha; RbAp46=p66beta; RbAp48=p66alpha; RbAp48=p66beta; HDAC1=p66alpha; HDAC1=p66beta; HDAC1=p66alpha; RbAp46=p66alpha	Devel
16751101	PPM1A=Smad; TGFbeta type I receptor=Smads; TGFbeta type I receptor=Smads; PPM1A=Smad; PPM1A=Smad2; PPM1A=3; PPM1A=Smad2; PPM1A=3	Devel
1675604	KBF1=v-rel; KBF1=c-rel	Devel
16780420	Cbl=stem cell factor receptor; Cbl=stem cell factor receptor; Cbl=c-Kit; Cbl=c-Kit; Cbl=c-Kit; c-Kit=Cbl; Cbl=c-Kit; Cbl=c-Kit; SFK=Cbl; Cbl=c-Kit	Devel
16782898	15.5K=RNP; 15.5K=RNP; 15.5K=hU3-55K; 15.5K=RNP	Devel
16787403	C-terminal binding protein (CtBP)2=calsenilin; calsenilin=CtBP1; calsenilin=CtBP; calsenilin=CtBP; calsenilin=CtBP; calcium=Calsenilin	Devel
1680914	CD2=LFA-3	Devel
16854980	Pex26p=Pex1p; Pex26p=Pex6p; Pex1p=Pex6p; Pex6p=Pex1p; Pex6p=Pex1p; Pex1p=Pex6p; Pex6p=Pex1p	Devel
16906147	PIASy=NEMO; PIASy=NEMO; PIASy=NEMO; PIASy=NEMO; PIASy=NEMO; PIASy=NEMO; IKK=NEMO; PIASy=NEMO; IKK=NEMO; PIASy=NEMO	Devel
16923963	RAD18=PCNA	Devel
16959562	SIRT4=glutamate dehydrogenase	Devel
16990252_6	Fli-I=CARM1; actin=gelsolin; Fli-I=actin; Fli-I=BAF53; Fli-I=actin; Fli-I LRR associating protein 1=Fli-I; LRR Fli-I interacting proteins 1=Fli-I; 2=Fli-I	Devel
1700011	c-Jun=c-Fos; c-Fos=c-Jun; c-Fos=c-Jun	Devel
17003037	Neuralized-2=Delta; Neuralized-2=Delta	Devel
17030947_32	vitronectin=alphavbeta3; entactin=alphavbeta3	Devel
17355984	SirT1=H4; SirT1=Dnmt1	Devel
17452446	Rap1=Fhl1; Fhl1=Ifh1; Rap1=Ifh1; Rap1=Ifh1; Fhl1=Ifh1; Ifh1=casein kinase 2; Ifh1=Utp22; Ifh1=Rrp7; CK2=Utp22; CK2=Rrp7; Utp22=Rrp7; CK2=Ifh1; Utp22=Rrp7; Fhl1=CURI	Devel
17500065	PTIP=histone H3 lysine 4 methyltransferase; PTIP=MLL3; PTIP=MLL4; MLL3=MLL4; PTIP=53BP1; PTIP=PTIP; PTIP=PA1; 53BP1=PA1; MLL3=MLL4; ASH2L=RBBP5; ASH2L=WDR5; ASH2L=hDPY-30; ASH2L=NCOA6; RBBP5=WDR5; RBBP5=hDPY-30; RBBP5=NCOA6; WDR5=hDPY-30; WDR5=NCOA6; hDPY-30=NCOA6; PTIP=PA1; 53BP1=ASH2L; 53BP1=RBBP5; 53BP1=WDR5; 53BP1=hDPY-30; 53BP1=NCOA6; 53BP1=MLL3; 53BP1=MLL4; PTIP=ASH2L; PTIP=RBBP5; PTIP=WDR5; PTIP=hDPY-30; PTIP=NCOA6; PTIP=MLL3; PTIP=MLL4; PA1=ASH2L; PA1=RBBP5; PA1=WDR5; PA1=hDPY-30; PA1=NCOA6; PA1=MLL3; PA1=MLL4; 53BP1=UTX; PTIP=UTX; PA1=UTX; PTIP=histone H3; PA1=PTIP; hDPY-30=ASH2L; hDPY-30=ASH2L; ASH2L=RBBP5; RBBP5=WDR5; hDPY-30=RBBP5; hDPY-30=WDR5; ASH2L=WDR5; PTIP=PA1; PTIP=UTX; PA1=UTX; PTIP=HMT	Devel
17575052	PP1=TIM; SHAGGY=TIM	Devel
1763325	DCoH=HNF-1 alpha	Devel
17666399	beta-arrestin2=beta(2)-adrenergic receptor; beta-arrestin2=beta(2)AR; beta-arrestin=7TMRs	Devel
17923702	Tip60=ATM; Tip60=histone; Tip60=ATM; Tip60=histone; ATM=p53; ATM=chk2; Tip60=ATM	Devel
18029035	A20=Ymer; Ymer=receptor-interacting serine/threonine-protein kinase 1	Devel
18070888	seven in absentia homolog=alpha-synuclein; seven in absentia homolog=alpha-synuclein; seven in absentia homolog=alpha-synuclein; SIAH=alpha-synuclein; SIAH=alpha-synuclein; SIAH=alpha-synuclein; SIAH=alpha-synuclein; SIAH=alpha-synuclein	Devel
18161010	chondrolectin=Rab geranylgeranyl transferase; Rabggtb=chodl	Devel
18161731	beta-chain=alpha-chain; hemoglobin=alpha-chain	Devel
18165232	Protein phosphatase 2Cepsilon=ceramide transport protein; PP2Cepsilon=vesicle-associated membrane protein-associated protein A; VAPA=ceramide transport protein; PP2Cepsilon=CERT; CERT=VAPA; PP2Cepsilon=CERT; PP2Cepsilon=CERT	Devel
18287095	ISG15=Nedd4; Nedd4=E2	Devel
18292223	BIG1=nucleolin; BIG1=fibrillarin; BIG1=nucleolin; fibrillarin=BIG1; fibrillarin=nucleolin; BIG1=nucleolin; nucleoporin p62=BIG1; nucleoporin p62=nucleolin; La=BIG1; La=nucleolin; BIG1=nucleolin; BIG1=U3; BIG1=fibrillarin; BIG1=La; nucleolin=U3; nucleolin=fibrillarin; nucleolin=La; U3=fibrillarin; U3=La; fibrillarin=La; BIG1=nucleolin; BIG1=U3 snoRNA; fibrillarin=U3	Devel
18323857	Elongin B=C; CUL2=C; VHL=C; VHL=Elongin B; CUL2=Elongin B; CUL2=VHL; VHL=FN; CUL2=VHL; FN=VHL	Devel
18378770_56	Plk1=Wee1; Plk1=Emi1; Cdk1=Plk1; ATR=Claspin; ATR=Claspin; Plk1=Claspin; Plk1=Bora; Plk1=Bora	Devel
18378904	Wnt=Frizzled; Frizzled=lipoprotein receptor-related proteins 5; Wnt=lipoprotein receptor-related proteins 5; Frizzled=6; Wnt=6	Devel
18406180	SWI/SNF=C/EBP alpha	Devel
18426978	GT1=HA; GT1=HA	Devel
18443287	GOAT=ghrelin; membrane-bound O-acyl transferase=ghrelin; GOAT=ghrelin; GOAT=ghrelin	Devel
18455122	EGFR=sodium/glucose cotransporter 1	Devel
18534984	Hhat=Sonic Hedgehog; Hhat=Shh; Hhat=Shh; Porcupine=Wnt; Hhat=Shh; Hhat=Shh	Devel
18541373	Nrdp1=Parkin; Nrdp1=Parkin; Nrdp1=Parkin; Nrdp1=Parkin; Nrdp1=Parkin; Nrdp1=Parkin	Devel
18701287_18	Cdc3=Cdc12; Cdc12=Cdc3; Cdc12=Shs1	Devel
18716324	CDC28=CDK; Cdc28p=Ctf7p; CDK=Ctf7p	Devel
18716620	herpesvirus-associated ubiquitin-specific protease=PTEN; HAUSP=PTEN; PML=DAXX; HAUSP=DAXX; PML=DAXX; DAXX=HAUSP; PML=HAUSP	Devel
18775314_21	Sec22b=Sec23; Sec22b=24; Sec23=24; Sec22b=Sec23; Sec22b=24; Sec23=24; Sec22b=Sec23; Sec22b=24; Sec22b=Sec23; Sec22b=24; Sec23=Sec22b; 24=Sec22b; Sec23=24; Sec23=24; Sec23=24; Hrb=VAMP7; Hrb=VAMP7; VAMP7=Hrb; VAMP7=Hrb; VAMP7=Hrb; Hrb=VAMP7; VAMP7=VAMP7; VAMP7=Hrb; Hrb=VAMP7; VAMP7=Hrb; VAMP7=SNAP23; SNAP23=syntaxin4; VAMP7=syntaxin4; VAMP7=Hrb; VAMP7=Hrb; Hrb=VAMP7; VAMP7=Hrb	Devel
18801063_33	TRAPP I=COP II; TRAPP I=Bet3p; TRAPP I=Sec23p; Sec23p=Sec24p; TRAPP I=COP II; GDI=Ypt1p; Ypt1p=SNARE	Devel
18805092_53	Cul5ctd=Rbx1; Cul5ctd=Rbx1; Cul5ctd=Rbx1; Cul5ctd=Rbx1; Cul5ctd=Rbx1; Cul5=Rbx1; Cul5ctd=Rbx11; Cul5=Rbx1; Cul5ctd=Rbx12; Cul5=Rbx1; Cul5ctd=Rbx1	Devel
19022706	Pellino=IRAK1; Pellino=IRAK	Devel
19026781	Ez=histone H3; Ezh1=Ezh2	Devel
19041634	SENP2=RORalpha; PIASy=RORalpha; PIAS3=RORalpha; PIASxalpha=RORalpha; PIAS=RORalpha	Devel
19088067	FUT10s=conalbumin; FUT11=conalbumin	Devel
19135894	Smad4=Smad2; Ectodermin=Smad4; FAM=Smad4	Devel
19141288_18	PhK=GPb; PhK=GPb; PhK=GPb; PhK=GPb; PhK=GPb; PhK=GPb; PhK=GPb; PhK=GPb	Devel
19150429	Upf1=PNRC2; Dcp1a=PNRC2; PNRC2=Upf1; PNRC2=Upf1	Devel
19187765	ING4=H3K4me3; ING4=H3K4me3; HBO1=H3; ING4=H3K4me3	Devel
19217404	Scm3=CENP-A; Scm3=CENP-A; CENP-A=histone H4; Scm3=CENP-A; Scm3=histone H4; Scm3=CENP-A; CENP-A=Scm3; Sim3=CENP-A	Devel
19234442_18	Eya=H2AX; MDC1=H2AX; H2AX=MDC1	Devel
19234465	PRMT5=histone H4R3; DNMT3A=histone H4R3; PRMT5=histone H4; H4R3me2s=DNMT3A; DNMT3A=histone	Devel
19380584	MG53=caveolin-3; caveolin-3=dysferlin; dysferlin=MG53; MG53=dysferlin; MG53=Cav3; MG53=dysferlin; dysferlin=Cav3; Cav3=MG53	Devel
19414608_38	Nup82p=Nup159p; Nup82p=Nup84p; Nup159p=Nup84p	Devel
19484123	REUL=RIG-I; REUL=RIG-I; REUL=RIG-I; REUL=RIG-I; REUL=RIG-I	Devel
19509293	PRMT6=histone H3; PRMT6=H3R2; PRMT6=H3R2; PRMT6=H3K4; PRMT6=H3R2; PRMT6=H3K4	Devel
19517013_23	Wnt=Myostatin	Devel
19648934	p300=FoxO4; FoxO=p300; p300=FoxO	Devel
19656901	TRIF=TANK binding kinase (TBK)1; TLR4=TRIF	Devel
19675569	UBC13=UEV1A; TRAF6=TAK1; UBC13=TAK1; UEV1A=TAK1; TAK1=IkappaB kinase; TAK1=TAB2	Devel
19776740_10	TBK1=Sec5; STING=Sec5; TBK1=Sec5; STING=exocyst; TBK1=exocyst; Trapb=Sec61b; STING=TBK1	Devel
19843542	iron=PHF8; iron=2-oxoglutarate-dependent oxygenases; PHF8=histone; PHF8=histones	Devel
19858358	Ca(V)beta2a=Ca(V)2.2; AA=Ca(V)2.2; Ca(V)betas=Ca(V)2.2; Ca(V)beta2a=Ca(V)2.2; AA=Ca(V)2.2	Devel
1990263	p65=p50s	Devel
19914168_73	YAP=Smad1; YAP=Smad1; YAP=Smad1; CDK8=Smad1; 9=Smad1	Devel
19956733	Zdhhc21=Fyn	Devel
20023638	histone 3=PHF8; H3K4me3=PHF8; histone 3=KIAA1718; H3K4me3=KIAA1718; PHF8=H3K9me2; KIAA1718=H3K9me2; PHF8=H3K27me2; KIAA1718=H3K27me2; PHF8=H3K9me2; KIAA1718=H3K9me2; KIAA1718=H3K4me3	Devel
20039095	Hsp90=EGFR; Hsp90=Raf-1; Hsp90=Akt; Hsp90=survivin; vorinostat=HDAC; panobinostat=HDAC	Devel
20096447	USP10=p53; Mdm2=p53; USP10=p53; ATM=USP10	Devel
20104595_25	Six3=gemenin	Devel
20159561_2	ELL=P-TEFb; P-TEFb=AFF4; ELL=AFF4	Devel
20159561_20	Dot1=H3K79; MLL=AFF1; AFF1=Dot1; MLL=AFF1; AFF1=MLL; Dot1=H3K79; Dot1=H3K79; MLL=AFF1; MLL=SEC; AFF1=SEC; ELL1=P-TEFb; AFF1=ELL; AFF4=ELL; AFF4=AFF3; AFF1=AFF3; MLL=AFF3	Devel
20184375_38	Dicer=Ago2; Dicer=TRBP; Ago2=TRBP	Devel
20231902	RASSF=MST2; Akt=MST2	Devel
20372964	long-chain acyl-CoAs=Bet3; Pal-CoA=Bet3	Devel
20418879	acyl protein thioesterase 1=Ras	Devel
20434986_6	NLRX1=MAVS	Devel
20472562	TSP2=Jagged1; TSP2=Notch3; TSP2=LRP1	Devel
20506188_30	BRG1=INI1; BRG1=RUNX1; INI1=RUNX1	Devel
20541251_2	MLL1=histone H3K4me3/2; MLL1=CyP33; CyP33=HDAC; MLL1=CyP33; MLL1=CyP33; H3K4me3/2=MLL1; CyP33=MLL1; MLL1=H3K4me3/2; MLL1=HDAC	Devel
20585641	Hedgehog acyltransferase=Sonic Hedgehog; Hedgehog acyltransferase=Shh; Hhat=Shh; MBOAT=Wnt; MBOAT=ghrelin	Devel
20603015	FA core complex=FANCD2; KIAA1018=FANCD2	Devel
20682797	JMJD2B=histone; JMJD2B=histone	Devel
20711181	Cdk1=histone H1; PP2A=histone H1; B55alpha=histone H1	Devel
20921139_4	mTOR=ULK1; mTOR=ULK1; mTOR=ULK1; ULK1=FIP200; ULK1=ATG13; BECLIN 1=VPS34; BECLIN 1=VPS34; BECLIN 1=VPS15; VPS34=VPS15; BECLIN 1=ATG14; BECLIN 1=UVRAG; BECLIN 1=RUBICON; VPS34=ATG14; VPS34=UVRAG; VPS34=RUBICON; VPS15=ATG14; VPS15=UVRAG; VPS15=RUBICON; BECLIN 1=VPS34	Devel
20937913	Smad ubiquitination regulatory factor 2=TGF-beta receptors; Smurf2=Smad7; Smurf2=Smad7; Smurf2=Smad; Smad1=Smurf2; Smad2=Smurf2; Smurf2=Smad7; Smurf1=Smad7	Devel
21059949	GIMAP2=GDP	Devel
21063388_2	GW182=Argonaute; GW182=poly(A)-binding protein; GW182=PABPC1; PABP=GW182; TNRC6C=PABP; HsTNRC6A=DmPABPC1; TNRC6A=PABPC1; GW182=PABPC1	Devel
21074048	CCP1=tubulin; CCP4=tubulin; CCP6=tubulin; CCP5=tubulin; CCP1=tubulin; CCP4=tubulin; CCP6=tubulin; CCP1=myosin light chain kinase 1; CCP4=myosin light chain kinase 1; CCP6=myosin light chain kinase 1; CCP5=myosin light chain kinase 1; CCP1=myosin light chain kinase 1; CCP4=myosin light chain kinase 1; CCP6=myosin light chain kinase 1	Devel
21102408	TA=subunit 4; TA=CSN4; TA=snapin; protein kinase D=Snapin	Devel
21152083_9	APT-2=GAP-43; APT-2=GAP-43; APT-2=GAP-43	Devel
21335549	HIF-alpha=von Hippel-Lindau ubiquitin E3 ligase; p300=HIF-alpha; Fe(II) and 2-oxoglutarate (2-OG) oxygenase=HIF-alpha; 2-OG oxygenases=HIF-1alpha	Devel
21441902	Dbp5=Nup159; Dbp5=Gle1; Dbp5=Nup159; Gle1=Dbp5; Gle1=Dbp5; InsP(6)=Gle1; InsP(6)=Dbp5; eIF4A=eIF4G	Devel
21445275	JMJD2B=Histone; JMJD2B=ERalpha; JMJD2B=H3K9me3	Devel
21490058	Rumi=Notch	Devel
21508930	CBP=histone; CBP=histone; CBP=histones H2B; CBP=H3; CBP=H4; CREB=CBP	Devel
21559432	William syndrome transcription factor=SNF2h; SNF2h=nuclear myosin 1; William syndrome transcription factor=nuclear myosin 1; WSTF=UBF; WSTF=H3; WSTF=H3K9; PCAF=histone; p300=histone; GCN5=histone; MOF=histone	Devel
21664574_35	GGA3=Rabaptin-5; Rabaptin-5=Rab4; Rabaptin-5=Rab5; Rabaptin-5=Rabex-5; GGA1=clathrin; HGF=Met	Devel
21685921_32	Im7=E7; E7=Im9; Galphai1=RGS4; Galphai1=RGS16; Galphao=RGS16; Galphai3=RGS10; Galphai1=RGS1; Galphai3=RGS8; Galphai1/t=RGS9; Galphai3=RGS2; E7=Im7; E7=Im7; Galphai1=RGS4	Devel
21726814_4	Dicer=TRBP; Ago2=TRBP; Ago2=Dicer; PACT=Dicer	Devel
21862668	HCF243=D1	Devel
21907143_20	synaptotagamin-1=Ca2+	Devel
21907821	Stx1A=P1; Stx1A=P2; Stx1=ribosome	Devel
21939639	trissin=G protein-coupled receptor	Devel
21985068_5	Catsup=GTP cyclohydrolase I; Catsup=TH	Devel
22009753	ITCH=lysosomal-associated protein multispanning transmembrane 5; ITCH=LAPTM5; ITCH=LAPTM5; ITCH=LAPTM5	Devel
22056990	protein Vpx=SAMHD1	Devel
22065755	SIAH=alpha-Synuclein; USP9X=alpha-synuclein; USP9X=alpha-synuclein; USP9X=alpha-synuclein; USP9X=alpha-synuclein	Devel
22110129	Jarid2=histone; Jmj=histone; SETDB1=Jarid2; Jarid2=SETDB1; SETDB1=Jarid2; Jarid2=H3K9; Jarid2=histone H3; Jarid2=SETDB1; Jarid2=H3K9	Devel
22160715	GCase=Hsp70; Hsp90=GCase; GCase=Hsp70; GCase=TCP1	Devel
22163034_5	Dicer=AGO2; AGO2=TRBP; Dicer=TRBP; Dicer=HIV-1 TAR RNA-binding protein; Dicer=protein activator of PKR; TRBP=PACT; TRBP=Dicer; PACT=Dicer	Devel
22210188	PIAS2=receptor of activated C kinase 1; receptor of activated C kinase 1=PIAS2; RACK1=PIAS2; RACK1=PIAS2; PIAS2=RACK1	Devel
22210884_24	Lin28=Oct4; Lin28=Oct4	Devel
22275911_83	Rv3363c=Rv3365c; NOD2=meso-diaminopimelic acid; NOD1=muramyl dipeptide	Devel
22328055_45	OS9=BRI1; OS9=BRI1; BRI1=OS9	Devel
22334690	HDAC6=survivin; Histone deacetylase 6=survivin; CREB-binding protein=survivin; CBP=survivin; HDAC6=survivin; HDAC6=survivin	Devel
22371489	USP9X=PEX5; USP9X=PEX5	Devel
22388039	DTX4=TBK1; NLRP4=DTX4; DTX4=TBK1; DTX4=TBK1; NLRP4=TBK1; NLRP4=DTX4	Devel
2244873	protein kinase C=MARCKS	Devel
22579246_3	(apo)A-I=cell surface ATP binding cassette transporter; apoA-II=cell surface ATP binding cassette transporter; apoA-IV=cell surface ATP binding cassette transporter	Devel
22615488	KDM3B=histone H3K9; KDM3B=CBP; KDM3B=H3K9; KDM3B=CBP; CBP=histone	Devel
22641346	LATS1=MYPT1; Dbf2=Cdc14; LATS1=MYPT1; LATS1=MYPT1; MYPT1=PLK1; LATS1=MYPT1	Devel
22675546_10	14.7K=optineurin; TNFR1=optineurin; RIP1=optineurin; optineurin=14.7K; optineurin=RIP1; 14.7K=optineurin; optineurin=TNFR1; TNFR1=RIP1; 14.7K=optineurin; RIP1=optineurin; optineurin=RIP1	Devel
22815787	L1CAM=ErbB; L1CAM=erbB receptor; L1CAM=erbB receptors; L1CAM=erbB; L1CAM=erbB receptors; L1CAM=erbB receptors	Devel
22820378_8	PP2A=BZR1	Devel
22833611_6	Rrp44=Rrp41; Rrp44=Rrp45; Rrp45=Rrp41	Devel
22842725	Piwi=Piwi-interacting RNAs	Devel
22904036	Opy2=Mig1; Opy2=Mig2; Mig1=Opy2; Mig2=Opy2; Mig1=Msb2; Mig2=Msb2; Mig1=Ste7; Mig2=Ste7; Mig1=Kss1; Mig2=Kss1	Devel
23033541	BZR1=DELLAs; BZR1=REPRESSOR OF ga1-3	Devel
23045548_38	DDB2=ALC1; ALC1=PARP1; DDB2=PARP1; PAR=XPC	Devel
23088497_17	WIPI-1=PtdIns(3)P; WIPI-1=PtdIns(3,5)P2; RR=phospholipids	Devel
23212305	L1=FGFR; L1=FGFR	Devel
23290524	c-Cbl=TGF-beta type II receptor; Casitas B-lineage lymphoma=type II receptor; c-Cbl=TbetaRII; c-Cbl=TbetaRII	Devel
23319600	FBH1=replication protein A	Devel
23393134	14-3-3=-9; 14-3-3=-7; 14-3-3=-5; 14-3-3=HDAC4; SIK3=deacetylases; SIK2=deacetylases; 14-3-3=deacetylases	Devel
23435229	KDM4B=AR	Devel
23437046	Gcn5=histone H3; Gcn5=histone; p300=histone; Gcn5=histone; p300=histone; Gcn5=H3	Devel
23446637	NPHP5=Cep290; NPHP5=Cep290; NPHP5=CaM	Devel
23468639_6	Mre11=Rad50; Mre11=Nbs1; Rad50=Nbs1; CtIP=MRN; CtIP=BRCA1; CtIP=MRN; CtIP=Nbs1; Nbs1=Ctp1; Ctp1=Nbs1	Devel
23486472	HA22=elongation factor-2; HA22=CD22; HA22=EF2; DPH5=EF2	Devel
23498974	Ufd1=Npl4; VCP=Npl4; VCP=Ufd1	Devel
23538446_18	Itch=RASSF5AY24A; RASSF5=Itch	Devel
23583660	CSN1=CSN8; CRLs=CSN; CSN=CRL; CSN=cullin	Devel
23590194_17	Rif1=Rif2	Devel
23622515_19	Cdk7=Rb; Cdk4=Rb; 6=Rb; Cdk2=Rb	Devel
2373701	prothrombin=carboxylase	Devel
23746843	OTULIN=diubiquitin; OTULIN=LUBAC; NEMO=RIPK1; Ub=OTULIN	Devel
23871147_2	PARP-1=Ubc9; Ubc9=PARP-1	Devel
24056413	MDM2=AR; CHIP=AR; NEDD4=AR; Usp12=Uaf-1; Usp12=WDR20; Usp12=Uaf-1; Usp12=WDR20; Usp12=AR	Devel
24130457_21	NECAP 1=AP-2	Devel
24163432	integrin alpha5=14-3-3theta; Cx43=14-3-3theta; Cx43=integrin alpha5; 14-3-3theta=Cx43; 14-3-3theta=integrin alpha5; integrin alpha5=14-3-3theta; Cx43=14-3-3theta; 14-3-3theta=Cx43; 14-3-3theta=integrin alpha5	Devel
24465968_22	Ccr4=Not	Devel
24498054	Psy2=Pph3; Pph3p=Psy2p; Pph3=Psy2	Devel
24508166_4	Pom1=Cdr2; Pom1=Cdr2	Devel
24652835	YETI=histone H2A.V; YETI=H2A.V; YETI=HP1a; YETI=Domino-A; DOM=Tip60; YETI=H2A.V; DOM=Tip60; YETI=DOM; YETI=Tip60	Devel
24695225_9	SCH51344=MTH1; (S)-crizotinib=MTH1; (S)-crizotinib=MTH1; SCH51344=MTH1; (R)-Crizotinib=ALK; (R)-Crizotinib=MET; (R)-Crizotinib=LCK; (R)-Crizotinib=IRAK1; (R)-Crizotinib=JAK3; (R)-Crizotinib=LOK; (R)-Crizotinib=SLK; (S)-crizotinib=MTH1; (R)-crizotinib=MTH1; (S)-crizotinib=MTH1; (R)-=MTH1; (R)-=MTH1	Devel
24743777_19	Bcl-2=Bax; Bcl-2=Bak; Mcl-1=Bax; Mcl-1=Bak; Bcl-2=Bax; Bcl-2=Bak	Devel
24746704_18	MEK1=CRAF	Devel
24751536	PINK1=Parkin; PINK1=ubiquitin; PINK1=ubiquitin; PINK1=Parkin; TcPINK1=ubiquitin; PINK1=ubiquitin	Devel
24828152	Met=LRIG1; LRIG1=Hrs; Met=Hrs; USP8=LRIG1; USP8=LRIG1; LRIG1=USP8; USP8=LRIG1	Devel
24937142_8	Raf=Ksr; Raf=Raf; Raf=Ksr	Devel
24958774_11	US2=TRC8; TRC8=SPP	Devel
25043001_15	Sec22=Get3	Devel
25161659	PRIN2=CSP41b; PRIN2=CSP41b; PRIN2=CSP41b	Devel
25170678	Arsenite=RNF20; Arsenite=RNF40; RING finger E3 ubiquitin ligases=histones; RNF20=RNF40; RNF40=histone H2B; RNF20=histone H2B; arsenite=RNF20; arsenite=RNF40	Devel
25196463_5	TrkC=neurotrophin 3; NT-3=TrkC	Devel
25242263	Robo=ubiquitin-specific protease 33; ubiquitin-specific protease 33=Robo1	Devel
25281559	Atg34=Ams1; Atg34=Atg11; Ams1=Atg34; Hrr25=Atg34; Hrr25=Atg34; Hrr25=Atg34	Devel
25356737_15	WWP2=rhN3; N3=WWP2; WWP2=Notch3	Devel
25472718_12	PP1=Klp5; PP1=Klp6; Klp5=PP1; PP1=Klp6; Klp5=PP1; Klp6=PP1; Klp5=PP1; Klp6=PP1; Klp5=PP1; Klp6=PP1	Devel
25480299_42	LSM1=7	Devel
25753038_49	OCN=hydroxyapatite	Devel
25908590_2	Receptor protein tyrosine phosphatase delta=interleukin-1 receptor accessory protein; Receptor protein tyrosine phosphatase delta=IL-1RAcP-like-1; PTPdelta=IL1RAPL1; PTPdelta=IL-1RAcP; PTPdelta=IL1RAPL1; PTPdelta=IL-1RAcP; PTPdelta=IL1RAPL1; PTPdelta=IL1RAPL1; PTPdelta=IL1RAPL1; PTPdelta=IL1RAPL1; PTPdelta=IL-1RAcP	Devel
25994790	glycosides=Na+-K+-ATPase	Devel
25999965	HY5=phytochrome B	Devel
26042670_24	CUL4=UV-DDB	Devel
26126536	Protein Arginine Methyltransferase 1=Smurf2; PRMT1=Smurf2; PRMT1=Smurf2; PRMT1=Smurf2; PRMT1=Smurf2; PRMT1=Smurf2; Smurf2=Smads; Smurf2=TGF-beta receptor	Devel
26235645_26	Otulin=UbVME	Devel
26438829_2	BuGZ=Bub3; BuGZ=importin-Beta; BuGZ=Ubr5; Bub3=importin-Beta; Bub3=Ubr5; importin-Beta=BuGZ; importin-Beta=Bub3; BuGZ=Ubr5; Bub3=Ubr5	Devel
26496426_19	Hoxa2=RCHY1	Devel
26542710	Csh3=Cap1; cap1=csh3; Csh3=Cap1; Csh3=Cap1; Cap1=adenylyl cyclase; Cap1=actin; Cap1=Csh3; Cap1=actin; Cap1=Cap1; Cap1=Cap1	Devel
26621829	Sun4=Sun3; Sun4=Nesprin1	Devel
26675234	RNF168=SUMO2; RNF168=SUMO2; RNF168=ubiquitin; RNF168=ubiquitin; RNF168=ubiquitin; RNF168=ubiquitin; RNF168=NBs; PML NBs=RNF168	Devel
26778333	Skp2=Runx2; Skp2=Runx2; Runx2=Skp2; Skp2=Runx2	Devel
26972597	FADD=procaspase-8; FADD=RIP1; FADD=procaspase-8; ITCH=cFLIPL	Devel
26996158	FAT10=RIG-I; FAT10=RIG-I; RIG-I=TRIM25; FAT10=TRIM25	Devel
27044741	Casein Kinase II=Pah1; Pho85=Pho80; Cdc28=cyclin B; Pho85=Pah1; Cdc28=Pah1; protein kinases A=Pah1; C=Pah1; Spo7=Nem1; Nem1=Pah1; casein kinase II=Pah1; CKII=Pah1; Nem1=Spo7; Nem1=Pah1; protein kinase A=Pah1; protein kinase C=Pah1; CKII=Pah1; CKII=Pah1; protein kinase A=Pah1; protein kinase C=Pah1; CKII=Pah1; Pho85=Pho80; Pho85=Pah1; Spo7=Nem1; Pho80=Pah1; cyclin B=Pah1	Devel
27264673	SHOC2=protein phosphatase 1; SHOC2=PP1C; PPP1CB=RAF	Devel
27334688	Sox 2=VRK1	Devel
27462423	ERLIN2=alpha-tubulin; ERLIN2=Cyclin B1; ERLIN2=Cdk1; Cyclin B1=Cdk1	Devel
27694803_7	Cbr1=Dph3; Cbr1=Dph1; Dph3=Dph1; Cbr1=Dph2; Dph3=Dph2; Cbr1=Dph3; Cbr1=Dph3; Cbr1=Dph3	Devel
27899653_8	KLHL12=KHSRP; KLHL12=KHSRP	Devel
27986851_21	Trm11=Trm112; Trm112=Trm11; Trm11=Trm112; Trm112=Trm11; Bud23=Trm112; Trm112=Bud23; Trm11=Trm112; Trm11=Trm112; Bud23=Trm112; Trm11=Trm112; zinc=Trm112; Trm11=SAM	Devel
28815832	Sld5=Ctf4; Ctf4=Sld5; Sld5=Ctf4; Sld5=Ctf4; Ctf4=DNA polymerase alpha	Devel
28871079	Sirt6=histone H3K9	Devel
29559111_11	serum response factor=Arc	Devel
29563586_14	JMJD5=p53; JMJD5=NFATC1; JMJD5=PKM2; JMJD5=RCCD1; JMJD5=RCCD1	Devel
29643770	Dop1R1=DA	Devel
2995373	phosphoprotein phosphatase=myosin; Smooth muscle phosphatase (SMP) IV=myosin; Smooth muscle phosphatase (SMP) IV=meromyosin; Smooth muscle phosphatase (SMP) IV=myosin light chains; Smooth muscle phosphatase (SMP) IV=phosphorylase alpha; Smooth muscle phosphatase (SMP) IV=histone IIA; Smooth muscle phosphatase (SMP) IV=phosphorylase kinase; SMP-IV=phosphorylase kinase; SMP-IV=meromyosin; SMP-IV=myosin light chains	Devel
30037213	RNF168=PARP1; RNF168=PARP1; RNF168=PARP1; RNF168=PARP1	Devel
7492771	Factor VII/VIIa=tissue factor (TF) receptor; p65=c-Rel; c-Rel=p65; c-Rel=p65	Devel
